ID_Venda,ID_Cliente,ID_Produto,Data,Quantidade,Canal,Valor_Total
21665,876,64,2025-01-05 00:00:00,4,Loja Física,893188
21666,778,61,2025-07-26 00:00:00,1,Online,521221
21667,559,13,2025-09-05 00:00:00,3,Loja Física,1339224
21668,214,39,2025-03-07 00:00:00,3,Loja Física,1500485
21669,275,91,2025-07-06 00:00:00,2,Online,1083252
21670,907,29,2025-05-08 00:00:00,4,Loja Física,2093135
21671,881,32,2025-07-29 00:00:00,3,Online,1118986
21672,527,49,2025-09-19 00:00:00,1,Online,99774
21673,393,58,2025-05-31 00:00:00,1,Online,364694
21674,787,51,2025-02-04 00:00:00,2,Online,466068
21675,465,27,2025-08-01 00:00:00,1,Loja Física,117653
21676,607,72,2024-12-06 00:00:00,4,Loja Física,14190
21677,914,20,2025-01-08 00:00:00,4,Online,89123
21678,79,29,2024-11-01 00:00:00,3,Online,1569851
21679,976,30,2025-06-09 00:00:00,1,Online,328259
21680,119,46,2025-05-02 00:00:00,2,Online,18620
21681,394,33,2025-06-12 00:00:00,1,Online,306114
21682,7,94,2024-11-02 00:00:00,2,Online,81146
21683,140,17,2024-11-29 00:00:00,4,Online,1547804
21684,68,88,2025-02-22 00:00:00,4,Loja Física,102117
21685,81,87,2024-10-01 00:00:00,2,Online,997294
21686,521,43,2025-05-31 00:00:00,1,Online,372599
21687,557,33,2025-04-28 00:00:00,4,Online,1224457
21688,871,57,2025-08-21 00:00:00,4,Online,1235008
21689,313,90,2025-04-21 00:00:00,2,Loja Física,653663
21690,511,58,2025-06-03 00:00:00,3,Online,1094081
21691,705,36,2025-06-10 00:00:00,2,Online,692925
21692,360,89,2025-05-27 00:00:00,4,Loja Física,1798836
21693,587,85,2024-10-19 00:00:00,2,Online,30079
21694,231,72,2025-06-24 00:00:00,4,Loja Física,14190
21695,437,87,2025-09-11 00:00:00,2,Online,997294
21696,473,100,2025-09-20 00:00:00,1,Loja Física,1000
21697,11,72,2025-06-02 00:00:00,3,Loja Física,106425
21698,401,75,2025-01-14 00:00:00,3,Online,159922
21699,548,94,2024-10-13 00:00:00,1,Loja Física,40573
21700,191,65,2025-03-01 00:00:00,4,Online,429761
21701,567,55,2025-05-29 00:00:00,1,Online,19381
21702,27,60,2025-01-31 00:00:00,1,Online,446942
21703,171,93,2025-01-14 00:00:00,4,Loja Física,1873526
21704,911,11,2025-03-25 00:00:00,4,Online,1144256
21705,434,26,2024-11-04 00:00:00,4,Online,124968
21706,407,11,2025-09-26 00:00:00,2,Loja Física,572128
21707,485,57,2025-05-08 00:00:00,4,Loja Física,1235008
21708,727,23,2025-01-25 00:00:00,1,Loja Física,464809
21709,514,30,2025-04-17 00:00:00,3,Online,984777
21710,737,53,2025-06-09 00:00:00,1,Online,467011
21711,465,33,2025-09-06 00:00:00,4,Online,1224457
21712,449,17,2025-03-23 00:00:00,2,Online,773902
21713,368,15,2025-07-31 00:00:00,2,Online,62826
21714,692,59,2025-09-24 00:00:00,1,Loja Física,420696
21715,29,77,2025-07-30 00:00:00,1,Online,461958
21716,454,12,2025-01-29 00:00:00,2,Online,632122
21717,361,60,2024-10-21 00:00:00,4,Online,1787767
21718,573,47,2025-09-26 00:00:00,2,Online,715284
21719,898,67,2025-01-30 00:00:00,3,Loja Física,46813
21720,208,99,2025-06-17 00:00:00,2,Online,855496
21721,251,18,2025-02-03 00:00:00,1,Loja Física,226724
21722,40,46,2025-07-30 00:00:00,3,Online,27930
21723,138,51,2025-02-15 00:00:00,1,Online,233034
21724,46,61,2025-05-14 00:00:00,2,Online,1042442
21725,876,37,2025-01-23 00:00:00,4,Loja Física,136796
21726,791,71,2024-10-11 00:00:00,3,Loja Física,580553
21727,503,2,2025-07-31 00:00:00,1,Loja Física,342823
21728,828,24,2025-07-08 00:00:00,2,Loja Física,965163
21729,11,17,2025-03-03 00:00:00,1,Online,386951
21730,113,26,2025-04-22 00:00:00,3,Online,93726
21731,410,75,2025-08-03 00:00:00,3,Loja Física,159922
21732,301,18,2024-12-16 00:00:00,2,Loja Física,453448
21733,694,64,2025-06-23 00:00:00,2,Loja Física,446594
21734,148,33,2024-12-02 00:00:00,3,Loja Física,918343
21735,1,37,2024-10-09 00:00:00,1,Online,34199
21736,659,32,2025-04-24 00:00:00,4,Loja Física,1491982
21737,565,46,2024-11-04 00:00:00,4,Online,37240
21738,37,32,2025-07-07 00:00:00,4,Online,1491982
21739,448,30,2025-08-30 00:00:00,2,Online,656518
21740,476,57,2024-11-05 00:00:00,4,Loja Física,1235008
21741,660,52,2025-05-05 00:00:00,1,Online,359234
21742,865,78,2025-02-07 00:00:00,4,Online,1770512
21743,28,23,2025-06-06 00:00:00,2,Loja Física,929618
21744,649,48,2025-03-18 00:00:00,4,Loja Física,1253124
21745,527,68,2024-10-20 00:00:00,4,Online,1845764
21746,664,85,2025-04-15 00:00:00,1,Online,150395
21747,440,73,2024-12-02 00:00:00,4,Online,117205
21748,364,8,2025-03-15 00:00:00,1,Online,30729
21749,584,95,2024-10-07 00:00:00,1,Online,187118
21750,478,57,2025-04-12 00:00:00,4,Online,1235008
21751,661,42,2025-08-21 00:00:00,1,Loja Física,348533
21752,397,88,2025-08-16 00:00:00,2,Loja Física,51058
21753,48,32,2024-11-12 00:00:00,1,Loja Física,372995
21754,493,75,2024-10-31 00:00:00,4,Loja Física,21323
21755,798,90,2025-06-15 00:00:00,1,Loja Física,326831
21756,858,15,2025-04-29 00:00:00,2,Loja Física,62826
21757,783,24,2025-06-29 00:00:00,3,Online,1447745
21758,233,7,2025-06-08 00:00:00,2,Loja Física,767056
21759,309,68,2025-02-05 00:00:00,4,Online,1845764
21760,472,98,2025-07-03 00:00:00,4,Loja Física,1641268
21761,512,77,2025-07-13 00:00:00,3,Online,1385874
21762,592,90,2024-10-28 00:00:00,2,Online,653663
21763,147,18,2025-08-30 00:00:00,3,Loja Física,680172
21764,946,40,2025-01-12 00:00:00,2,Loja Física,205126
21765,387,77,2025-03-16 00:00:00,3,Loja Física,1385874
21766,527,16,2025-08-30 00:00:00,1,Loja Física,511856
21767,671,72,2025-07-27 00:00:00,3,Loja Física,106425
21768,461,89,2024-10-27 00:00:00,3,Loja Física,1349127
21769,460,75,2025-02-27 00:00:00,2,Online,106615
21770,226,57,2025-09-19 00:00:00,2,Online,617504
21771,861,94,2024-11-18 00:00:00,1,Loja Física,40573
21772,126,89,2025-02-02 00:00:00,4,Loja Física,1798836
21773,161,38,2025-04-15 00:00:00,3,Loja Física,57849
21774,554,45,2025-05-24 00:00:00,4,Loja Física,579564
21775,422,84,2025-03-04 00:00:00,3,Online,1214279
21776,387,62,2024-11-11 00:00:00,3,Loja Física,833825
21777,555,94,2025-05-13 00:00:00,1,Loja Física,40573
21778,225,28,2024-12-07 00:00:00,2,Online,995718
21779,571,94,2025-08-24 00:00:00,3,Loja Física,121719
21780,457,13,2024-12-19 00:00:00,3,Loja Física,1339224
21781,607,2,2025-01-18 00:00:00,3,Loja Física,102847
21782,316,78,2025-08-09 00:00:00,3,Loja Física,1327884
21783,994,16,2025-02-02 00:00:00,4,Loja Física,2047425
21784,320,77,2024-12-15 00:00:00,1,Loja Física,461958
21785,842,8,2025-03-20 00:00:00,2,Online,61459
21786,143,65,2025-02-01 00:00:00,1,Online,10744
21787,171,34,2024-10-11 00:00:00,2,Loja Física,73744
21788,228,16,2025-09-04 00:00:00,1,Online,511856
21789,444,59,2025-05-25 00:00:00,4,Loja Física,1682784
21790,674,99,2025-06-25 00:00:00,4,Loja Física,1710992
21791,753,60,2025-02-17 00:00:00,2,Loja Física,893883
21792,44,39,2024-09-28 00:00:00,2,Loja Física,1000323
21793,83,78,2025-09-28 00:00:00,3,Online,1327884
21794,343,53,2025-03-20 00:00:00,1,Loja Física,467011
21795,932,100,2025-06-09 00:00:00,2,Loja Física,2000
21796,673,15,2025-02-01 00:00:00,4,Loja Física,1256521
21797,591,2,2025-01-21 00:00:00,1,Loja Física,342823
21798,124,59,2024-11-26 00:00:00,3,Online,1262088
21799,889,27,2024-12-21 00:00:00,1,Online,117653
21800,362,30,2025-02-18 00:00:00,2,Loja Física,656518
21801,924,19,2025-04-01 00:00:00,4,Loja Física,1475039
21802,846,32,2025-08-07 00:00:00,2,Loja Física,745991
21803,64,67,2024-11-10 00:00:00,1,Online,156043
21804,49,86,2025-04-01 00:00:00,4,Online,1613176
21805,400,57,2025-03-27 00:00:00,4,Online,1235008
21806,535,75,2025-03-11 00:00:00,1,Loja Física,53307
21807,499,43,2025-04-23 00:00:00,4,Loja Física,1490398
21808,664,94,2025-05-19 00:00:00,1,Loja Física,40573
21809,344,20,2024-11-10 00:00:00,2,Online,445615
21810,332,31,2024-12-30 00:00:00,4,Loja Física,173892
21811,57,81,2025-07-22 00:00:00,1,Loja Física,432868
21812,573,14,2025-03-08 00:00:00,1,Loja Física,309503
21813,56,22,2024-11-02 00:00:00,2,Online,615324
21814,188,100,2025-06-08 00:00:00,2,Loja Física,2000
21815,72,97,2025-09-27 00:00:00,1,Online,487918
21816,679,17,2025-06-05 00:00:00,4,Online,1547804
21817,513,69,2025-07-26 00:00:00,4,Online,1223925
21818,615,16,2025-02-22 00:00:00,4,Online,2047425
21819,154,64,2025-07-14 00:00:00,1,Online,223297
21820,471,92,2024-11-02 00:00:00,4,Online,999526
21821,61,1,2025-07-12 00:00:00,1,Online,191457
21822,238,62,2024-11-28 00:00:00,1,Loja Física,277942
21823,33,57,2025-04-15 00:00:00,1,Online,308752
21824,168,84,2025-04-06 00:00:00,3,Online,1214279
21825,82,5,2025-08-27 00:00:00,3,Loja Física,1194314
21826,942,42,2024-11-06 00:00:00,1,Loja Física,348533
21827,679,96,2025-01-19 00:00:00,3,Online,128514
21828,637,40,2025-05-03 00:00:00,1,Loja Física,102563
21829,739,80,2024-12-18 00:00:00,1,Loja Física,125787
21830,548,5,2024-10-13 00:00:00,4,Loja Física,1592419
21831,459,51,2025-04-17 00:00:00,2,Online,466068
21832,213,4,2025-05-23 00:00:00,2,Loja Física,34094
21833,161,98,2025-08-04 00:00:00,3,Loja Física,1230951
21834,876,24,2025-07-01 00:00:00,1,Online,482582
21835,890,35,2025-09-06 00:00:00,2,Loja Física,46567
21836,989,37,2025-02-28 00:00:00,1,Loja Física,34199
21837,375,28,2024-10-10 00:00:00,4,Online,1991436
21838,369,1,2025-03-24 00:00:00,4,Loja Física,76583
21839,866,23,2025-02-17 00:00:00,1,Loja Física,464809
21840,180,58,2024-10-31 00:00:00,3,Online,1094081
21841,188,5,2025-04-25 00:00:00,4,Online,1592419
21842,50,18,2025-07-08 00:00:00,3,Loja Física,680172
21843,654,57,2025-08-27 00:00:00,1,Online,308752
21844,681,4,2025-09-28 00:00:00,3,Online,51141
21845,23,65,2024-10-23 00:00:00,3,Loja Física,32232
21846,805,14,2025-07-07 00:00:00,1,Online,309503
21847,53,33,2025-03-23 00:00:00,4,Online,1224457
21848,600,29,2025-02-03 00:00:00,3,Loja Física,1569851
21849,853,84,2025-03-26 00:00:00,3,Loja Física,1214279
21850,320,61,2025-09-11 00:00:00,3,Online,1563663
21851,606,13,2025-05-21 00:00:00,4,Loja Física,1785632
21852,236,71,2024-12-19 00:00:00,2,Loja Física,387035
21853,27,27,2024-11-09 00:00:00,3,Online,352959
21854,792,28,2025-09-03 00:00:00,1,Online,497859
21855,846,3,2025-02-06 00:00:00,4,Loja Física,529207
21856,50,5,2024-12-05 00:00:00,1,Loja Física,398105
21857,300,32,2024-10-18 00:00:00,2,Online,745991
21858,902,85,2025-01-28 00:00:00,1,Loja Física,150395
21859,539,64,2025-01-31 00:00:00,3,Online,669891
21860,44,38,2025-07-31 00:00:00,4,Online,77132
21861,891,43,2025-08-03 00:00:00,2,Loja Física,745199
21862,64,76,2024-10-16 00:00:00,4,Loja Física,1254229
21863,742,75,2024-10-09 00:00:00,3,Online,159922
21864,993,16,2025-02-18 00:00:00,1,Loja Física,511856
21865,700,80,2025-08-24 00:00:00,4,Online,503148
21866,701,27,2024-11-19 00:00:00,4,Online,470612
21867,592,82,2025-01-31 00:00:00,4,Loja Física,1841879
21868,900,94,2025-02-08 00:00:00,3,Online,121719
21869,327,48,2025-09-04 00:00:00,2,Online,626562
21870,562,22,2024-10-15 00:00:00,3,Loja Física,922985
21871,536,39,2025-03-20 00:00:00,1,Loja Física,500162
21872,260,26,2025-04-20 00:00:00,3,Loja Física,93726
21873,6,84,2025-01-01 00:00:00,2,Loja Física,809519
21874,945,68,2025-06-21 00:00:00,3,Loja Física,1384323
21875,850,28,2025-08-30 00:00:00,4,Loja Física,1991436
21876,299,56,2024-10-19 00:00:00,3,Online,1241252
21877,526,10,2025-06-01 00:00:00,1,Loja Física,352455
21878,986,27,2025-07-24 00:00:00,4,Online,470612
21879,61,64,2024-12-14 00:00:00,1,Online,223297
21880,781,69,2025-08-12 00:00:00,1,Loja Física,305981
21881,287,20,2025-05-10 00:00:00,1,Online,222807
21882,335,64,2025-06-04 00:00:00,4,Loja Física,893188
21883,865,60,2025-06-23 00:00:00,3,Loja Física,1340825
21884,927,56,2025-01-14 00:00:00,4,Online,1655003
21885,943,92,2024-11-30 00:00:00,4,Online,999526
21886,726,55,2025-09-21 00:00:00,2,Loja Física,38762
21887,992,38,2025-06-29 00:00:00,1,Loja Física,19283
21888,628,67,2024-12-27 00:00:00,1,Loja Física,156043
21889,723,80,2025-06-11 00:00:00,2,Loja Física,251574
21890,207,41,2025-01-06 00:00:00,1,Loja Física,278707
21891,983,19,2025-06-13 00:00:00,3,Loja Física,1106279
21892,998,41,2025-06-21 00:00:00,3,Online,83612
21893,203,83,2024-11-01 00:00:00,1,Online,10636
21894,632,5,2025-07-16 00:00:00,3,Online,1194314
21895,710,96,2025-07-14 00:00:00,3,Loja Física,128514
21896,658,10,2025-06-10 00:00:00,2,Loja Física,704911
21897,469,14,2025-04-27 00:00:00,3,Online,928509
21898,969,20,2025-05-28 00:00:00,2,Online,445615
21899,884,41,2025-07-14 00:00:00,1,Loja Física,278707
21900,684,55,2024-12-14 00:00:00,4,Online,77524
21901,80,4,2025-09-11 00:00:00,2,Online,34094
21902,911,3,2025-09-07 00:00:00,3,Loja Física,396905
21903,495,77,2024-11-19 00:00:00,2,Loja Física,923916
21904,971,30,2025-01-17 00:00:00,3,Loja Física,984777
21905,235,100,2025-06-25 00:00:00,1,Online,1000
21906,376,9,2025-06-26 00:00:00,3,Online,1404784
21907,223,20,2024-10-22 00:00:00,1,Online,222807
21908,606,15,2025-01-27 00:00:00,4,Loja Física,1256521
21909,872,36,2024-11-20 00:00:00,2,Loja Física,692925
21910,437,38,2024-10-30 00:00:00,3,Online,57849
21911,784,79,2025-05-05 00:00:00,1,Loja Física,332932
21912,994,88,2025-08-10 00:00:00,1,Loja Física,25529
21913,176,66,2025-02-25 00:00:00,2,Online,602078
21914,53,71,2025-07-15 00:00:00,3,Loja Física,580553
21915,61,27,2025-06-30 00:00:00,4,Loja Física,470612
21916,24,61,2025-03-30 00:00:00,2,Online,1042442
21917,956,52,2025-08-17 00:00:00,1,Loja Física,359234
21918,775,2,2025-02-06 00:00:00,3,Online,102847
21919,375,84,2024-12-16 00:00:00,2,Loja Física,809519
21920,998,30,2024-12-09 00:00:00,3,Online,984777
21921,517,12,2024-10-08 00:00:00,1,Online,316061
21922,493,11,2025-09-02 00:00:00,1,Loja Física,286064
21923,463,83,2024-12-26 00:00:00,4,Loja Física,42544
21924,257,61,2025-04-05 00:00:00,3,Online,1563663
21925,394,37,2025-01-30 00:00:00,3,Loja Física,102597
21926,265,68,2025-03-06 00:00:00,1,Loja Física,461441
21927,108,16,2025-01-28 00:00:00,1,Online,511856
21928,427,28,2024-12-12 00:00:00,3,Loja Física,1493577
21929,817,88,2025-01-04 00:00:00,1,Online,25529
21930,477,49,2025-04-09 00:00:00,3,Loja Física,299323
21931,213,31,2025-07-12 00:00:00,3,Online,130419
21932,406,67,2025-07-02 00:00:00,4,Online,624174
21933,185,86,2024-12-04 00:00:00,1,Online,403294
21934,345,89,2025-05-21 00:00:00,3,Online,1349127
21935,657,17,2024-12-29 00:00:00,1,Online,386951
21936,316,67,2025-03-22 00:00:00,2,Online,312087
21937,628,88,2025-02-11 00:00:00,1,Online,25529
21938,115,86,2025-05-04 00:00:00,3,Online,1209882
21939,115,21,2025-03-06 00:00:00,3,Online,366447
21940,334,3,2025-07-06 00:00:00,4,Loja Física,529207
21941,731,23,2024-10-29 00:00:00,3,Online,1394427
21942,376,58,2025-04-05 00:00:00,3,Online,1094081
21943,563,67,2024-12-19 00:00:00,2,Loja Física,312087
21944,921,85,2024-10-10 00:00:00,3,Loja Física,451185
21945,624,35,2025-02-09 00:00:00,3,Loja Física,698505
21946,379,21,2025-09-08 00:00:00,2,Loja Física,244298
21947,538,77,2025-08-12 00:00:00,2,Loja Física,923916
21948,674,56,2024-11-23 00:00:00,4,Loja Física,1655003
21949,857,38,2025-07-02 00:00:00,2,Loja Física,38566
21950,718,55,2025-02-16 00:00:00,4,Online,77524
21951,909,64,2025-05-10 00:00:00,3,Online,669891
21952,291,92,2025-07-04 00:00:00,2,Loja Física,499763
21953,97,72,2025-09-14 00:00:00,2,Online,7095
21954,309,46,2025-06-02 00:00:00,4,Loja Física,37240
21955,249,1,2025-01-28 00:00:00,1,Online,191457
21956,716,85,2025-04-12 00:00:00,1,Online,150395
21957,714,75,2025-08-05 00:00:00,2,Online,106615
21958,853,68,2024-10-18 00:00:00,2,Loja Física,922882
21959,38,28,2025-08-29 00:00:00,2,Online,995718
21960,484,54,2025-07-31 00:00:00,4,Online,385206
21961,25,26,2025-02-12 00:00:00,4,Loja Física,124968
21962,75,88,2025-09-08 00:00:00,1,Online,25529
21963,769,14,2024-10-05 00:00:00,3,Online,928509
21964,154,19,2025-01-16 00:00:00,2,Loja Física,737519
21965,103,38,2024-11-16 00:00:00,3,Online,57849
21966,111,20,2024-10-04 00:00:00,4,Online,89123
21967,551,93,2025-08-10 00:00:00,4,Loja Física,1873526
21968,263,29,2024-10-24 00:00:00,3,Online,1569851
21969,377,79,2024-11-12 00:00:00,3,Online,998796
21970,15,91,2025-04-28 00:00:00,3,Online,1624877
21971,67,40,2025-06-23 00:00:00,2,Loja Física,205126
21972,500,12,2024-10-31 00:00:00,4,Online,1264244
21973,24,89,2025-08-14 00:00:00,4,Online,1798836
21974,747,50,2025-03-30 00:00:00,4,Loja Física,1422072
21975,484,52,2025-06-28 00:00:00,2,Online,718469
21976,44,80,2025-09-14 00:00:00,1,Loja Física,125787
21977,727,2,2025-08-09 00:00:00,4,Online,1371293
21978,222,58,2024-10-27 00:00:00,1,Loja Física,364694
21979,894,62,2025-08-23 00:00:00,2,Loja Física,555883
21980,699,89,2024-10-01 00:00:00,1,Online,449709
21981,669,27,2025-07-08 00:00:00,2,Online,235306
21982,635,50,2024-11-06 00:00:00,2,Online,711036
21983,902,58,2025-01-04 00:00:00,2,Loja Física,729387
21984,446,90,2025-04-19 00:00:00,2,Online,653663
21985,587,14,2025-05-19 00:00:00,2,Online,619006
21986,121,21,2025-02-24 00:00:00,1,Loja Física,122149
21987,455,100,2025-03-31 00:00:00,3,Online,3000
21988,486,100,2024-12-02 00:00:00,3,Loja Física,3000
21989,42,70,2024-12-27 00:00:00,4,Online,1201968
21990,496,72,2024-11-08 00:00:00,4,Loja Física,14190
21991,104,90,2024-12-28 00:00:00,3,Loja Física,980494
21992,193,29,2025-01-30 00:00:00,3,Loja Física,1569851
21993,909,65,2025-08-25 00:00:00,4,Loja Física,429761
21994,263,13,2025-01-10 00:00:00,3,Online,1339224
21995,776,12,2024-11-17 00:00:00,4,Online,1264244
21996,589,86,2025-07-30 00:00:00,3,Online,1209882
21997,441,25,2024-12-22 00:00:00,4,Online,735498
21998,36,55,2025-04-30 00:00:00,1,Online,19381
21999,231,9,2025-08-18 00:00:00,1,Online,468261
22000,789,98,2025-07-06 00:00:00,1,Loja Física,410317
22001,710,50,2024-10-17 00:00:00,3,Loja Física,1066554
22002,443,84,2025-02-17 00:00:00,1,Online,40476
22003,549,17,2025-07-02 00:00:00,2,Online,773902
22004,290,51,2024-11-21 00:00:00,3,Online,699102
22005,341,69,2025-04-19 00:00:00,4,Loja Física,1223925
22006,823,53,2024-10-16 00:00:00,1,Online,467011
22007,682,83,2024-11-29 00:00:00,3,Loja Física,31908
22008,757,96,2025-03-01 00:00:00,2,Loja Física,85676
22009,304,64,2024-12-31 00:00:00,2,Online,446594
22010,819,30,2025-04-17 00:00:00,3,Loja Física,984777
22011,313,38,2024-10-14 00:00:00,1,Loja Física,19283
22012,553,26,2025-09-21 00:00:00,3,Online,93726
22013,892,38,2024-10-26 00:00:00,3,Online,57849
22014,960,28,2025-06-27 00:00:00,3,Loja Física,1493577
22015,351,46,2025-09-14 00:00:00,3,Online,27930
22016,255,31,2025-02-10 00:00:00,4,Online,173892
22017,105,20,2025-05-07 00:00:00,3,Loja Física,668422
22018,69,40,2024-10-21 00:00:00,1,Loja Física,102563
22019,272,93,2025-03-04 00:00:00,3,Online,1405144
22020,903,62,2024-11-19 00:00:00,2,Online,555883
22021,961,46,2025-05-22 00:00:00,1,Loja Física,9310
22022,261,39,2025-03-08 00:00:00,2,Online,1000323
22023,193,12,2025-05-24 00:00:00,1,Loja Física,316061
22024,730,29,2025-01-30 00:00:00,1,Online,523284
22025,209,24,2025-03-20 00:00:00,2,Loja Física,965163
22026,951,41,2024-10-30 00:00:00,2,Online,557413
22027,478,98,2025-02-08 00:00:00,4,Loja Física,1641268
22028,293,92,2025-02-15 00:00:00,1,Loja Física,249881
22029,803,46,2025-06-05 00:00:00,3,Loja Física,27930
22030,648,91,2025-07-11 00:00:00,1,Loja Física,541626
22031,411,87,2025-02-25 00:00:00,3,Loja Física,1495941
22032,331,2,2025-06-30 00:00:00,1,Online,342823
22033,908,17,2025-06-09 00:00:00,3,Online,1160853
22034,269,31,2025-07-12 00:00:00,2,Loja Física,86946
22035,758,94,2025-07-03 00:00:00,1,Online,40573
22036,617,83,2025-06-23 00:00:00,1,Loja Física,10636
22037,194,5,2024-11-06 00:00:00,4,Online,1592419
22038,663,82,2025-06-26 00:00:00,4,Loja Física,1841879
22039,255,69,2024-10-07 00:00:00,2,Online,611963
22040,682,31,2024-11-18 00:00:00,1,Loja Física,43473
22041,58,86,2024-12-20 00:00:00,3,Loja Física,1209882
22042,211,80,2025-01-13 00:00:00,1,Loja Física,125787
22043,155,46,2025-02-02 00:00:00,3,Loja Física,27930
22044,53,13,2024-11-15 00:00:00,2,Online,892816
22045,390,22,2025-02-04 00:00:00,4,Online,1230647
22046,199,74,2025-07-16 00:00:00,1,Online,239218
22047,884,81,2025-08-08 00:00:00,2,Online,865736
22048,881,87,2025-05-08 00:00:00,1,Loja Física,498647
22049,203,21,2025-08-25 00:00:00,1,Loja Física,122149
22050,375,56,2024-10-29 00:00:00,4,Loja Física,1655003
22051,34,9,2025-08-14 00:00:00,4,Online,1873046
22052,854,28,2024-12-23 00:00:00,1,Loja Física,497859
22053,978,66,2025-08-11 00:00:00,2,Online,602078
22054,325,79,2025-01-23 00:00:00,1,Online,332932
22055,303,87,2025-07-03 00:00:00,2,Online,997294
22056,387,8,2025-03-25 00:00:00,3,Loja Física,92188
22057,148,44,2025-02-08 00:00:00,3,Loja Física,983499
22058,815,97,2024-10-08 00:00:00,4,Loja Física,1951672
22059,336,14,2025-03-18 00:00:00,2,Loja Física,619006
22060,305,22,2025-03-25 00:00:00,4,Loja Física,1230647
22061,158,26,2025-02-01 00:00:00,1,Online,31242
22062,416,79,2025-05-31 00:00:00,4,Loja Física,1331728
22063,595,97,2025-04-18 00:00:00,4,Online,1951672
22064,43,74,2025-09-01 00:00:00,1,Loja Física,239218
22065,589,57,2024-10-08 00:00:00,4,Online,1235008
22066,380,82,2025-01-04 00:00:00,4,Online,1841879
22067,778,30,2025-03-08 00:00:00,4,Loja Física,1313036
22068,686,75,2025-07-10 00:00:00,3,Online,159922
22069,760,93,2025-02-19 00:00:00,3,Loja Física,1405144
22070,308,91,2025-08-25 00:00:00,1,Online,541626
22071,419,19,2025-05-28 00:00:00,3,Online,1106279
22072,652,70,2025-02-10 00:00:00,4,Loja Física,1201968
22073,143,70,2025-08-11 00:00:00,3,Online,901476
22074,478,44,2024-10-27 00:00:00,1,Loja Física,327833
22075,153,92,2025-02-07 00:00:00,1,Loja Física,249881
22076,478,10,2024-12-03 00:00:00,1,Online,352455
22077,365,78,2025-06-05 00:00:00,3,Loja Física,1327884
22078,444,31,2025-06-17 00:00:00,4,Loja Física,173892
22079,240,19,2025-01-18 00:00:00,4,Online,1475039
22080,382,11,2025-01-02 00:00:00,1,Online,286064
22081,74,76,2025-01-28 00:00:00,2,Online,627114
22082,950,15,2025-07-30 00:00:00,1,Online,31413
22083,547,50,2025-09-11 00:00:00,1,Loja Física,355518
22084,967,35,2024-10-25 00:00:00,1,Loja Física,232835
22085,692,19,2025-02-05 00:00:00,4,Loja Física,1475039
22086,242,51,2025-09-04 00:00:00,2,Loja Física,466068
22087,48,14,2025-07-02 00:00:00,1,Online,309503
22088,148,11,2024-11-12 00:00:00,1,Loja Física,286064
22089,746,73,2024-12-19 00:00:00,3,Loja Física,87904
22090,319,23,2024-11-08 00:00:00,3,Loja Física,1394427
22091,965,44,2025-02-12 00:00:00,1,Loja Física,327833
22092,290,62,2025-06-18 00:00:00,1,Online,277942
22093,599,72,2025-03-22 00:00:00,3,Online,106425
22094,325,51,2025-03-17 00:00:00,3,Loja Física,699102
22095,514,35,2025-01-04 00:00:00,1,Online,232835
22096,115,61,2024-09-29 00:00:00,3,Loja Física,1563663
22097,123,34,2025-09-21 00:00:00,2,Online,73744
22098,217,14,2025-06-24 00:00:00,3,Online,928509
22099,79,2,2025-04-07 00:00:00,1,Loja Física,342823
22100,291,57,2025-07-08 00:00:00,3,Loja Física,926256
22101,109,75,2025-03-25 00:00:00,3,Online,159922
22102,344,75,2025-05-24 00:00:00,4,Loja Física,21323
22103,998,55,2025-02-18 00:00:00,3,Online,58143
22104,251,78,2024-12-07 00:00:00,2,Online,885256
22105,651,13,2025-03-13 00:00:00,3,Loja Física,1339224
22106,763,48,2025-09-01 00:00:00,4,Loja Física,1253124
22107,415,34,2024-10-23 00:00:00,2,Loja Física,73744
22108,914,9,2025-08-29 00:00:00,4,Loja Física,1873046
22109,282,94,2025-08-16 00:00:00,3,Loja Física,121719
22110,278,71,2025-07-16 00:00:00,2,Online,387035
22111,642,16,2025-08-15 00:00:00,2,Loja Física,1023712
22112,305,8,2025-08-29 00:00:00,2,Online,61459
22113,664,84,2025-05-01 00:00:00,2,Loja Física,809519
22114,13,18,2024-10-15 00:00:00,2,Online,453448
22115,263,5,2024-12-11 00:00:00,4,Loja Física,1592419
22116,604,44,2025-08-23 00:00:00,3,Online,983499
22117,777,42,2024-12-28 00:00:00,2,Online,697066
22118,277,82,2024-10-26 00:00:00,1,Online,46047
22119,135,69,2024-11-05 00:00:00,2,Online,611963
22120,846,26,2024-10-26 00:00:00,2,Loja Física,62484
22121,20,5,2025-05-16 00:00:00,3,Loja Física,1194314
22122,113,98,2025-06-02 00:00:00,1,Loja Física,410317
22123,70,36,2025-02-21 00:00:00,2,Loja Física,692925
22124,965,45,2024-10-15 00:00:00,4,Online,579564
22125,389,54,2025-05-13 00:00:00,2,Loja Física,192603
22126,175,13,2025-08-26 00:00:00,3,Loja Física,1339224
22127,363,94,2024-10-07 00:00:00,2,Loja Física,81146
22128,227,14,2025-01-22 00:00:00,4,Online,1238012
22129,792,81,2025-03-23 00:00:00,1,Online,432868
22130,705,6,2025-05-28 00:00:00,2,Loja Física,666195
22131,192,91,2025-09-22 00:00:00,1,Online,541626
22132,492,31,2025-09-28 00:00:00,2,Online,86946
