ID_Venda,ID_Cliente,ID_Produto,Data,Quantidade,Canal,Valor_Total,Mes
5835,209,33,2023-02-15,3,Loja Física,9019.44,02
5836,605,9,2023-02-14,1,Loja Física,4201.89,02
5837,94,57,2024-09-12,1,Online,3087.52,09
5838,327,40,2023-04-13,1,Loja Física,920.05,04
5839,225,52,2022-10-06,4,Loja Física,13488.12,10
5840,967,82,2024-05-05,4,Loja Física,17767.44,05
5841,890,16,2023-01-30,4,Loja Física,19817.32,01
5842,792,8,2023-12-08,1,Online,290.8,12
5843,11,87,2024-05-21,1,Loja Física,4986.47,05
5844,329,60,2023-05-05,4,Loja Física,161350.8,05
5845,12,36,2024-03-30,1,Online,3406.45,03
5846,35,3,2023-03-08,2,Loja Física,2473.78,03
5847,447,15,2023-10-27,2,Loja Física,5893.32,10
5848,452,97,2024-06-26,1,Loja Física,4879.18,06
5849,740,82,2024-03-27,4,Loja Física,17767.44,03
5850,220,23,2022-06-20,3,Online,13944.27,06
5851,441,3,2022-04-26,3,Online,3710.67,04
5852,653,30,2022-05-16,1,Online,3282.59,05
5853,535,45,2023-12-14,3,Online,4346.73,12
5854,595,17,2024-01-14,4,Online,15231.92,01
5855,229,58,2022-03-02,2,Online,7056.46,03
5856,935,58,2024-08-23,2,Loja Física,7056.46,08
5857,344,96,2024-05-14,4,Online,1713.52,05
5858,80,57,2022-06-13,3,Loja Física,9262.56,06
5859,353,7,2022-04-17,1,Loja Física,3835.28,04
5860,396,39,2023-03-03,2,Online,9428.58,03
5861,290,78,2024-07-22,3,Loja Física,13278.84,07
5862,455,58,2023-08-28,3,Loja Física,10584.69,08
5863,843,56,2023-05-10,2,Loja Física,7835.2,05
5864,671,15,2024-04-01,2,Online,5893.32,04
5865,989,44,2023-08-06,1,Loja Física,3278.33,08
5866,128,12,2023-11-26,4,Online,12642.44,11
5867,702,8,2023-03-25,3,Online,872.4,03
5868,909,80,2022-07-05,1,Loja Física,1135.04,07
5869,543,41,2023-09-18,2,Online,5103.52,09
5870,898,34,2023-01-24,4,Loja Física,1445.64,01
5871,359,46,2024-03-08,4,Online,3461.64,03
5872,527,88,2023-01-03,3,Online,741.39,01
5873,313,29,2023-09-19,4,Online,196299.2,09
5874,75,16,2022-01-30,2,Online,9908.66,01
5875,546,5,2024-06-02,2,Loja Física,7690.66,06
5876,871,5,2023-12-02,2,Online,7690.66,12
5877,196,30,2024-06-20,1,Loja Física,3282.59,06
5878,843,50,2024-05-08,2,Loja Física,7110.36,05
5879,29,5,2024-01-15,1,Loja Física,3845.33,01
5880,706,13,2024-09-23,2,Loja Física,8671.44,09
5881,16,99,2024-07-02,2,Online,8554.96,07
5882,423,49,2022-05-14,4,Online,3915.36,05
5883,589,89,2023-05-10,3,Loja Física,13491.27,05
5884,805,50,2024-07-31,2,Loja Física,7110.36,07
5885,593,14,2023-05-15,4,Loja Física,11903.96,05
5886,405,46,2022-04-26,4,Online,3461.64,04
5887,940,90,2024-06-27,3,Online,9452.67,06
5888,636,82,2023-02-26,4,Loja Física,17767.44,02
5889,531,84,2023-03-28,4,Online,14853.56,03
5890,967,34,2022-02-17,3,Online,1084.23,02
5891,614,71,2022-03-06,1,Online,1839.13,03
5892,904,47,2022-09-25,3,Online,9648.33,09
5893,77,60,2023-11-02,3,Loja Física,12101.31,11
5894,229,74,2022-11-18,2,Online,4348.68,11
5895,962,79,2022-01-13,2,Loja Física,6658.64,01
5896,297,81,2023-12-23,1,Loja Física,4328.68,12
5897,510,11,2024-06-08,3,Online,8581.92,06
5898,715,98,2023-11-26,3,Loja Física,12309.51,11
5899,984,91,2023-06-22,1,Online,4869.57,06
5900,966,85,2024-02-25,2,Online,3007.9,02
5901,573,95,2024-02-01,3,Loja Física,5228.61,02
5902,538,50,2023-08-14,1,Loja Física,3555.18,08
5903,583,4,2024-01-12,2,Online,340.94,01
5904,615,41,2023-08-02,4,Loja Física,10207.04,08
5905,979,59,2022-08-18,1,Loja Física,4206.96,08
5906,326,60,2024-09-05,1,Online,4033.77,09
5907,363,81,2023-11-17,3,Online,12986.04,11
5908,669,62,2024-06-13,4,Loja Física,10904.32,06
5909,875,84,2022-12-13,2,Loja Física,7426.78,12
5910,359,25,2023-06-16,4,Online,7101.36,06
5911,706,87,2023-06-20,3,Online,14959.41,06
5912,787,79,2023-12-06,3,Online,9987.96,12
5913,324,33,2023-12-19,2,Online,6012.96,12
5914,698,19,2023-09-26,2,Loja Física,7132.5,09
5915,326,57,2022-04-08,2,Online,6175.04,04
5916,625,15,2023-03-20,3,Online,8839.98,03
5917,825,41,2023-11-09,2,Online,5103.52,11
5918,165,69,2024-01-15,2,Online,5915.26,01
5919,573,80,2022-09-12,2,Online,2270.08,09
5920,604,60,2023-05-09,1,Online,4033.77,05
5921,798,96,2022-12-21,2,Online,856.76,12
5922,455,22,2023-11-11,3,Loja Física,9073.71,11
5923,969,43,2023-11-24,1,Online,3515.97,11
5924,153,32,2023-10-19,3,Online,10811.97,10
5925,737,13,2023-01-30,4,Loja Física,17342.88,01
5926,127,38,2022-06-02,1,Loja Física,1928.3,06
5927,193,26,2024-05-09,2,Loja Física,5371.24,05
5928,627,81,2024-04-26,1,Loja Física,4328.68,04
5929,774,5,2023-07-26,3,Online,11535.99,07
5930,530,49,2024-07-02,1,Loja Física,978.84,07
5931,10,97,2023-09-20,4,Loja Física,19516.72,09
5932,92,91,2022-02-25,2,Loja Física,9739.14,02
5933,139,5,2022-01-12,2,Online,7690.66,01
5934,481,71,2023-10-21,4,Online,7356.52,10
5935,449,48,2024-08-14,3,Online,9109.74,08
5936,333,18,2022-06-10,1,Loja Física,2267.24,06
5937,869,95,2023-06-02,3,Online,5228.61,06
5938,340,6,2024-05-19,3,Online,9469.02,05
5939,961,66,2023-04-26,3,Online,8717.34,04
5940,52,77,2024-05-22,2,Loja Física,8833.54,05
5941,707,42,2023-05-23,1,Online,3485.33,05
5942,466,52,2024-06-09,2,Online,6744.06,06
5943,718,11,2022-06-19,2,Loja Física,5721.28,06
5944,799,26,2022-03-18,2,Online,5371.24,03
5945,475,21,2024-02-09,1,Loja Física,1221.49,02
5946,401,66,2023-05-19,4,Online,11623.12,05
5947,439,40,2022-11-25,2,Loja Física,1840.1,11
5948,878,56,2022-09-04,2,Online,7835.2,09
5949,605,51,2022-12-05,2,Loja Física,4660.68,12
5950,932,20,2024-09-20,1,Loja Física,2007.23,09
5951,997,81,2022-10-12,1,Loja Física,4328.68,10
5952,922,80,2022-02-21,3,Loja Física,3405.12,02
5953,821,57,2023-06-04,2,Online,6175.04,06
5954,657,5,2022-08-17,2,Loja Física,7690.66,08
5955,598,14,2023-07-18,1,Loja Física,2975.99,07
5956,509,24,2023-10-21,1,Online,4652.78,10
5957,153,68,2023-01-23,2,Loja Física,9228.82,01
5958,514,52,2023-02-17,4,Loja Física,13488.12,02
5959,503,48,2024-04-16,3,Loja Física,9109.74,04
5960,854,88,2022-08-29,3,Online,741.39,08
5961,901,47,2022-03-22,2,Online,6432.22,03
5962,772,60,2023-04-16,3,Online,12101.31,04
5963,676,73,2023-03-31,3,Online,766.62,03
5964,6,3,2024-03-31,2,Loja Física,2473.78,03
5965,500,9,2023-08-10,3,Loja Física,12605.67,08
5966,661,82,2023-04-04,1,Online,4441.86,04
5967,717,83,2022-04-01,2,Loja Física,2127.2,04
5968,118,24,2024-05-27,1,Online,4652.78,05
5969,485,4,2023-05-26,2,Loja Física,340.94,05
5970,601,9,2023-04-03,1,Online,4201.89,04
5971,666,97,2022-11-20,3,Online,14637.54,11
5972,951,1,2022-05-02,4,Online,6530.44,05
5973,679,35,2023-05-25,1,Online,2328.35,05
5974,468,74,2024-02-03,1,Loja Física,2174.34,02
5975,161,12,2023-11-01,4,Online,12642.44,11
5976,270,18,2022-01-19,4,Online,9068.96,01
5977,56,78,2022-04-16,1,Loja Física,4426.28,04
5978,228,10,2023-02-18,1,Online,3135.68,02
5979,849,74,2023-02-27,1,Online,2174.34,02
5980,149,18,2022-02-06,2,Loja Física,4534.48,02
5981,46,24,2023-07-25,1,Loja Física,4652.78,07
5982,144,1,2023-07-17,1,Online,1632.61,07
5983,750,94,2022-01-01,4,Loja Física,1622.92,01
5984,784,79,2024-04-25,4,Online,13317.28,04
5985,632,72,2022-04-04,2,Online,709.5,04
5986,340,99,2024-03-21,2,Loja Física,8554.96,03
5987,413,82,2023-09-11,3,Online,13325.58,09
5988,732,16,2024-09-13,1,Loja Física,4954.33,09
5989,520,85,2023-09-26,1,Loja Física,1503.95,09
5990,344,15,2023-10-15,4,Loja Física,11786.64,10
5991,387,62,2022-11-08,3,Online,8178.24,11
5992,473,5,2024-06-30,1,Online,3845.33,06
5993,275,45,2023-06-05,3,Loja Física,4346.73,06
5994,353,52,2023-07-30,2,Loja Física,6744.06,07
5995,66,71,2022-07-31,1,Loja Física,1839.13,07
5996,79,7,2023-11-02,1,Loja Física,3835.28,11
5997,598,27,2023-11-19,2,Online,2274.04,11
5998,636,89,2023-04-13,1,Online,4497.09,04
5999,202,86,2024-08-31,2,Loja Física,8065.88,08
6000,978,13,2022-12-16,2,Online,8671.44,12
6001,662,17,2023-01-08,3,Loja Física,11423.94,01
6002,558,44,2024-04-25,4,Loja Física,13113.32,04
6003,113,13,2022-02-25,4,Online,17342.88,02
6004,91,90,2024-04-16,2,Loja Física,6301.78,04
6005,141,73,2022-08-17,3,Loja Física,766.62,08
6006,289,5,2024-05-14,2,Online,7690.66,05
6007,901,33,2023-04-11,3,Loja Física,9019.44,04
6008,730,4,2022-12-06,3,Loja Física,511.41,12
6009,589,92,2023-07-28,4,Online,9514.2,07
6010,411,26,2024-02-25,4,Online,10742.48,02
6011,377,68,2023-09-27,3,Online,13843.23,09
6012,384,16,2023-09-07,4,Online,19817.32,09
6013,846,22,2023-04-30,3,Online,9073.71,04
6014,152,36,2024-01-04,1,Loja Física,3406.45,01
6015,835,58,2023-11-04,2,Loja Física,7056.46,11
6016,751,55,2023-01-08,4,Online,775.24,01
6017,627,35,2024-01-04,2,Online,4656.7,01
6018,319,25,2023-04-09,4,Online,7101.36,04
6019,369,72,2022-04-27,2,Online,709.5,04
6020,606,81,2022-04-10,2,Online,8657.36,04
6021,995,61,2024-02-17,4,Loja Física,19234.04,02
6022,560,18,2023-11-06,4,Online,9068.96,11
6023,703,58,2022-08-16,4,Online,14112.92,08
6024,462,76,2022-01-03,4,Loja Física,12294.2,01
6025,12,57,2022-12-16,3,Online,9262.56,12
6026,156,97,2022-12-30,4,Loja Física,19516.72,12
6027,684,87,2024-04-29,4,Online,19945.88,04
6028,477,63,2023-10-11,4,Loja Física,9974.52,10
6029,939,12,2024-09-14,1,Online,3160.61,09
6030,401,11,2024-03-30,2,Online,5721.28,03
6031,808,13,2022-10-26,4,Loja Física,17342.88,10
6032,177,35,2023-07-15,4,Loja Física,9313.4,07
6033,341,27,2023-06-19,2,Online,2274.04,06
6034,57,89,2023-01-18,2,Loja Física,8994.18,01
6035,855,67,2023-12-20,3,Online,4372.08,12
6036,852,89,2022-04-19,2,Loja Física,8994.18,04
6037,448,45,2022-02-16,2,Loja Física,2897.82,02
6038,203,74,2024-07-07,1,Online,2174.34,07
6039,697,81,2022-06-18,3,Online,12986.04,06
6040,633,67,2023-05-20,1,Loja Física,1457.36,05
6041,738,22,2022-05-24,2,Online,6049.14,05
6042,202,78,2024-04-21,4,Loja Física,17705.12,04
6043,330,91,2024-01-05,3,Online,14608.71,01
6044,363,42,2024-01-31,2,Online,6970.66,01
6045,892,20,2024-01-09,2,Loja Física,4014.46,01
6046,454,48,2023-02-24,4,Online,12146.32,02
6047,356,18,2022-04-20,4,Loja Física,9068.96,04
6048,216,77,2022-09-18,4,Loja Física,17667.08,09
6049,972,70,2023-09-18,3,Online,9014.76,09
6050,555,74,2022-07-20,1,Online,2174.34,07
6051,887,93,2022-07-12,3,Loja Física,12756.6,07
6052,23,6,2022-05-04,4,Loja Física,12625.36,05
6053,155,39,2024-08-10,3,Loja Física,14142.87,08
6054,186,11,2024-05-22,4,Loja Física,11442.56,05
6055,249,25,2023-02-07,1,Loja Física,1775.34,02
6056,749,94,2022-08-09,3,Online,1217.19,08
6057,805,55,2023-04-14,1,Loja Física,193.81,04
6058,134,84,2024-04-24,1,Loja Física,3713.39,04
6059,321,58,2024-03-11,4,Loja Física,14112.92,03
6060,390,37,2022-07-15,3,Loja Física,10259.7,07
6061,434,16,2024-01-04,3,Loja Física,14862.99,01
6062,22,95,2022-12-13,1,Loja Física,1742.87,12
6063,873,93,2022-04-21,4,Loja Física,17008.8,04
6064,600,70,2024-02-15,1,Loja Física,3004.92,02
6065,665,93,2023-03-01,1,Loja Física,4252.2,03
6066,125,96,2022-02-17,1,Loja Física,428.38,02
6067,79,73,2024-08-06,1,Online,255.54,08
6068,858,37,2023-10-11,3,Online,10259.7,10
6069,968,53,2024-05-07,2,Online,8406.2,05
6070,51,87,2023-11-20,3,Loja Física,14959.41,11
6071,728,16,2023-08-26,4,Loja Física,19817.32,08
6072,176,18,2022-05-07,2,Loja Física,4534.48,05
6073,870,19,2024-03-01,1,Loja Física,3566.25,03
6074,253,44,2024-07-02,3,Loja Física,9834.99,07
6075,966,2,2023-04-07,2,Online,6612.56,04
6076,246,58,2023-04-14,1,Loja Física,3528.23,04
6077,739,10,2023-11-06,3,Loja Física,9407.04,11
6078,106,76,2023-08-27,2,Loja Física,6147.1,08
6079,193,46,2024-09-06,3,Loja Física,2596.23,09
6080,316,82,2023-06-01,2,Loja Física,8883.72,06
6081,302,19,2022-05-18,4,Loja Física,14265.0,05
6082,548,38,2024-09-13,3,Online,5784.9,09
6083,954,37,2023-05-26,3,Loja Física,10259.7,05
6084,716,91,2022-01-05,2,Online,9739.14,01
6085,934,78,2023-06-28,4,Loja Física,17705.12,06
6086,779,45,2024-01-24,3,Loja Física,4346.73,01
6087,268,34,2022-02-19,4,Loja Física,1445.64,02
6088,170,2,2023-07-21,4,Online,13225.12,07
6089,551,44,2024-08-15,3,Loja Física,9834.99,08
6090,455,97,2023-03-20,1,Online,4879.18,03
6091,651,83,2024-05-08,2,Loja Física,2127.2,05
6092,292,27,2023-08-23,3,Loja Física,3411.06,08
6093,564,48,2023-05-10,4,Loja Física,12146.32,05
6094,799,94,2024-08-04,2,Loja Física,811.46,08
6095,801,7,2023-06-05,3,Online,11505.84,06
6096,141,27,2024-03-10,2,Loja Física,2274.04,03
6097,146,85,2024-08-01,2,Online,3007.9,08
6098,425,71,2024-07-21,4,Online,7356.52,07
6099,314,89,2022-07-01,1,Loja Física,4497.09,07
6100,184,18,2023-12-10,1,Online,2267.24,12
6101,664,33,2023-08-16,2,Online,6012.96,08
6102,713,33,2022-06-27,4,Loja Física,12025.92,06
6103,128,96,2024-01-19,4,Online,1713.52,01
6104,287,25,2024-04-14,3,Online,5326.02,04
6105,823,14,2022-05-12,2,Loja Física,5951.98,05
6106,253,38,2022-04-17,3,Loja Física,5784.9,04
6107,778,38,2023-02-01,4,Online,7713.2,02
6108,700,4,2023-11-05,2,Online,340.94,11
6109,386,62,2023-09-07,1,Online,2726.08,09
6110,230,82,2023-09-13,1,Online,4441.86,09
6111,271,10,2024-06-22,3,Online,9407.04,06
6112,771,35,2022-11-26,2,Loja Física,4656.7,11
6113,811,99,2023-06-01,4,Online,17109.92,06
6114,415,23,2024-06-21,3,Online,13944.27,06
6115,198,89,2023-01-29,1,Loja Física,4497.09,01
6116,323,65,2023-03-05,4,Loja Física,3412.36,03
6117,56,82,2023-09-16,2,Online,8883.72,09
6118,831,79,2024-07-26,1,Loja Física,3329.32,07
6119,203,25,2023-12-11,4,Online,7101.36,12
6120,783,96,2024-02-20,1,Loja Física,428.38,02
6121,621,53,2022-09-12,2,Loja Física,8406.2,09
6122,628,84,2022-10-08,3,Loja Física,11140.17,10
6123,604,17,2023-02-12,4,Loja Física,15231.92,02
6124,138,57,2024-09-13,4,Loja Física,12350.08,09
6125,422,75,2022-12-18,2,Online,1028.74,12
6126,815,77,2024-09-20,1,Online,4416.77,09
6127,57,89,2022-10-29,1,Loja Física,4497.09,10
6128,562,20,2023-04-09,1,Loja Física,2007.23,04
6129,71,25,2024-04-04,4,Loja Física,7101.36,04
6130,911,42,2022-05-17,4,Loja Física,13941.32,05
6131,914,45,2022-05-22,1,Online,1448.91,05
6132,594,31,2023-02-27,4,Loja Física,16166.52,02
6133,372,65,2023-09-09,3,Loja Física,2559.27,09
6134,617,52,2023-12-18,2,Online,6744.06,12
6135,600,80,2024-06-26,2,Loja Física,2270.08,06
6136,514,92,2024-02-06,4,Online,9514.2,02
6137,872,21,2023-06-09,3,Loja Física,3664.47,06
6138,84,30,2022-11-03,3,Loja Física,9847.77,11
6139,994,3,2024-05-13,1,Online,1236.89,05
6140,43,98,2023-12-20,2,Loja Física,8206.34,12
6141,666,70,2023-07-15,2,Online,6009.84,07
6142,839,43,2024-05-31,2,Online,7031.94,05
6143,934,29,2022-11-18,4,Online,19629.92,11
6144,606,3,2023-12-30,3,Online,3710.67,12
6145,810,58,2024-01-25,1,Loja Física,3528.23,01
6146,133,33,2024-08-15,4,Loja Física,12025.92,08
6147,395,75,2023-07-21,1,Online,514.37,07
6148,65,45,2023-10-10,4,Online,5795.64,10
6149,290,69,2022-08-11,2,Online,5915.26,08
6150,376,32,2022-07-25,1,Online,36039.9,07
6151,769,82,2022-08-03,3,Online,13325.58,08
6152,467,84,2023-10-02,3,Loja Física,11140.17,10
6153,898,52,2024-01-02,4,Loja Física,13488.12,01
6154,213,64,2022-10-25,2,Online,4138.5,10
6155,148,40,2023-12-05,4,Loja Física,3680.2,12
6156,573,92,2022-12-20,1,Loja Física,2378.55,12
6157,471,13,2024-08-01,3,Online,13007.16,08
6158,149,90,2023-11-20,3,Loja Física,9452.67,11
6159,88,80,2022-05-16,3,Online,3405.12,05
6160,324,89,2023-12-29,3,Online,13491.27,12
6161,895,74,2023-10-28,1,Loja Física,2174.34,10
6162,396,29,2024-09-25,3,Loja Física,14722.44,09
6163,790,63,2024-09-08,4,Online,9974.52,09
6164,404,84,2022-07-02,3,Loja Física,11140.17,07
6165,82,26,2023-05-31,1,Online,2685.62,05
6166,641,96,2023-07-10,2,Online,856.76,07
6167,286,59,2023-12-12,2,Online,8413.92,12
6168,382,49,2023-10-15,3,Online,2936.52,10
6169,865,53,2022-11-27,2,Online,8406.2,11
6170,792,88,2023-12-29,1,Online,247.13,12
6171,270,31,2022-04-29,3,Online,12124.89,04
6172,292,12,2024-02-19,1,Loja Física,3160.61,02
6173,453,58,2022-12-27,2,Loja Física,7056.46,12
6174,715,36,2023-07-30,2,Online,6812.9,07
6175,24,10,2023-05-07,3,Loja Física,9407.04,05
6176,956,6,2023-08-20,2,Loja Física,6312.68,08
6177,863,7,2023-08-08,3,Online,11505.84,08
6178,311,31,2024-08-23,3,Online,12124.89,08
6179,461,91,2023-11-15,4,Loja Física,19478.28,11
6180,208,72,2023-12-29,4,Online,1419.0,12
6181,792,3,2023-03-04,4,Loja Física,4947.56,03
6182,717,47,2023-11-22,1,Online,3216.11,11
6183,664,85,2024-02-05,2,Online,3007.9,02
6184,438,1,2024-07-04,2,Online,3265.22,07
6185,538,45,2024-05-11,4,Online,5795.64,05
6186,706,54,2023-07-01,3,Loja Física,2795.01,07
6187,336,50,2022-10-20,3,Online,10665.54,10
6188,422,79,2024-06-17,3,Online,9987.96,06
6189,750,7,2024-05-17,3,Online,11505.84,05
6190,321,63,2023-03-09,1,Loja Física,2493.63,03
6191,497,15,2024-04-07,2,Loja Física,5893.32,04
6192,587,89,2022-01-14,4,Online,17988.36,01
6193,947,67,2023-06-20,1,Online,1457.36,06
6194,163,30,2022-04-20,2,Online,6565.18,04
6195,811,78,2022-01-26,1,Online,4426.28,01
6196,541,68,2023-01-26,3,Loja Física,13843.23,01
6197,165,36,2022-05-29,1,Loja Física,3406.45,05
6198,849,67,2022-02-24,1,Online,1457.36,02
6199,698,5,2023-11-18,3,Online,11535.99,11
6200,566,25,2022-02-27,3,Loja Física,5326.02,02
6201,295,95,2022-07-24,4,Online,6971.48,07
6202,42,11,2022-10-01,4,Online,11442.56,10
6203,924,72,2024-02-08,2,Loja Física,709.5,02
6204,285,90,2024-03-15,4,Online,12603.56,03
6205,939,66,2022-06-14,4,Loja Física,11623.12,06
6206,387,28,2022-10-21,2,Online,9957.18,10
6207,138,60,2023-12-01,1,Online,4033.77,12
6208,187,10,2022-09-14,1,Loja Física,3135.68,09
6209,910,50,2022-05-30,1,Loja Física,3555.18,05
6210,716,39,2024-05-09,3,Loja Física,14142.87,05
6211,431,37,2022-03-05,2,Loja Física,6839.8,03
6212,554,63,2023-12-09,1,Loja Física,2493.63,12
6213,862,61,2024-03-14,4,Loja Física,19234.04,03
6214,416,85,2022-10-30,4,Online,6015.8,10
6215,800,92,2022-07-28,4,Online,9514.2,07
6216,426,38,2024-02-11,2,Loja Física,3856.6,02
6217,416,33,2023-07-09,2,Online,6012.96,07
6218,26,75,2022-02-03,4,Online,2057.48,02
6219,371,45,2023-01-03,3,Loja Física,4346.73,01
6220,385,44,2024-04-13,3,Online,9834.99,04
6221,56,1,2023-04-09,1,Loja Física,1632.61,04
6222,253,53,2022-04-15,1,Loja Física,4203.1,04
6223,634,47,2023-09-23,1,Loja Física,3216.11,09
6224,106,33,2024-06-07,1,Loja Física,3006.48,06
6225,130,67,2023-11-23,1,Loja Física,1457.36,11
6226,849,90,2024-01-28,2,Loja Física,6301.78,01
6227,670,15,2023-07-30,2,Loja Física,5893.32,07
6228,376,14,2024-06-04,3,Loja Física,8927.97,06
6229,743,23,2022-08-18,3,Online,13944.27,08
6230,967,54,2024-01-31,2,Loja Física,1863.34,01
6231,308,8,2023-10-25,3,Online,872.4,10
6232,91,54,2023-07-29,4,Loja Física,3726.68,07
6233,393,36,2023-02-03,3,Online,10219.35,02
6234,534,84,2022-09-01,4,Loja Física,14853.56,09
6235,802,52,2023-06-08,4,Loja Física,13488.12,06
6236,110,6,2024-03-14,1,Online,3156.34,03
6237,561,97,2024-03-26,3,Online,14637.54,03
6238,641,28,2024-03-28,4,Loja Física,19914.36,03
6239,585,50,2023-12-14,3,Loja Física,10665.54,12
6240,340,38,2022-10-22,3,Online,5784.9,10
6241,565,30,2023-12-11,2,Loja Física,6565.18,12
6242,979,81,2023-11-12,2,Online,8657.36,11
6243,356,73,2022-02-18,1,Loja Física,255.54,02
6244,892,92,2024-08-06,3,Loja Física,7135.65,08
6245,168,54,2023-01-26,2,Online,1863.34,01
6246,557,71,2023-02-01,4,Loja Física,7356.52,02
6247,452,46,2023-03-03,4,Loja Física,3461.64,03
6248,905,28,2024-09-06,1,Loja Física,4978.59,09
6249,105,17,2024-03-18,4,Online,15231.92,03
6250,150,48,2024-09-26,3,Loja Física,9109.74,09
6251,146,44,2023-12-03,4,Online,13113.32,12
6252,716,60,2022-11-17,1,Online,4033.77,11
6253,874,60,2024-09-16,1,Online,4033.77,09
6254,299,5,2023-07-20,4,Online,15381.32,07
6255,167,69,2022-02-25,3,Loja Física,8872.89,02
6256,713,78,2022-01-14,2,Online,8852.56,01
6257,646,70,2024-02-01,3,Online,9014.76,02
6258,723,7,2022-09-15,3,Loja Física,11505.84,09
6259,48,53,2022-07-27,3,Loja Física,12609.3,07
6260,638,17,2023-09-28,4,Online,15231.92,09
6261,239,59,2024-06-08,2,Online,8413.92,06
6262,7,9,2024-03-10,3,Loja Física,12605.67,03
6263,464,95,2024-05-31,2,Loja Física,3485.74,05
6264,453,22,2024-06-10,1,Loja Física,3024.57,06
6265,784,45,2023-03-30,2,Online,2897.82,03
6266,897,73,2024-04-29,4,Online,1022.16,04
6267,371,59,2022-08-19,1,Online,4206.96,08
6268,549,80,2024-07-22,1,Loja Física,1135.04,07
6269,487,98,2023-10-11,3,Online,12309.51,10
6270,211,13,2023-12-23,2,Online,8671.44,12
6271,165,83,2023-12-28,1,Loja Física,1063.6,12
6272,125,12,2023-10-26,1,Online,3160.61,10
6273,337,36,2023-01-12,2,Loja Física,6812.9,01
6274,192,10,2024-02-13,2,Loja Física,6271.36,02
6275,730,16,2023-08-26,1,Loja Física,4954.33,08
6276,214,92,2023-07-14,1,Loja Física,2378.55,07
6277,574,19,2024-01-27,2,Online,7132.5,01
6278,328,6,2023-09-10,4,Online,12625.36,09
6279,957,4,2022-07-21,2,Loja Física,340.94,07
6280,381,30,2024-03-05,4,Online,13130.36,03
6281,673,95,2024-01-13,1,Online,1742.87,01
6282,578,46,2024-09-14,3,Loja Física,2596.23,09
6283,798,27,2022-07-18,2,Online,2274.04,07
6284,239,45,2022-10-29,1,Loja Física,1448.91,10
6285,532,85,2023-04-05,1,Online,1503.95,04
6286,700,37,2022-07-01,3,Online,10259.7,07
6287,82,9,2023-12-01,2,Loja Física,8403.78,12
6288,363,61,2022-03-18,1,Loja Física,4808.51,03
6289,505,35,2022-07-11,4,Loja Física,9313.4,07
6290,202,47,2024-09-12,3,Online,9648.33,09
6291,920,21,2022-06-27,4,Online,4885.96,06
6292,504,17,2024-01-23,2,Online,7615.96,01
6293,644,55,2023-06-11,4,Loja Física,775.24,06
6294,37,88,2022-05-03,3,Online,741.39,05
6295,644,95,2023-01-22,1,Loja Física,1742.87,01
6296,589,6,2022-02-11,3,Loja Física,9469.02,02
6297,601,35,2023-03-15,1,Loja Física,2328.35,03
6298,973,50,2022-10-13,1,Online,3555.18,10
6299,402,37,2023-07-24,4,Loja Física,13679.6,07
6300,765,13,2022-09-28,3,Online,13007.16,09
6301,856,25,2022-05-14,3,Loja Física,5326.02,05
6302,706,96,2022-06-14,1,Loja Física,428.38,06
6303,176,1,2023-08-22,3,Online,4897.83,08
6304,545,49,2024-05-16,2,Loja Física,1957.68,05
6305,570,35,2022-09-19,2,Online,4656.7,09
6306,467,83,2022-01-06,4,Loja Física,4254.4,01
6307,201,53,2022-12-05,4,Online,16812.4,12
6308,540,52,2023-04-23,3,Loja Física,10116.09,04
6309,547,54,2023-12-28,4,Loja Física,3726.68,12
6310,999,76,2024-08-17,3,Loja Física,9220.65,08
6311,637,47,2022-06-08,4,Online,12864.44,06
6312,394,43,2022-02-10,2,Loja Física,7031.94,02
6313,833,20,2022-06-07,1,Loja Física,20072.3,06
6314,42,33,2024-08-08,1,Online,3006.48,08
6315,597,93,2022-11-27,2,Online,8504.4,11
6316,393,16,2023-09-04,1,Online,4954.33,09
6317,700,78,2022-02-22,3,Online,13278.84,02
6318,623,7,2024-03-03,3,Loja Física,11505.84,03
6319,783,70,2024-08-12,2,Loja Física,6009.84,08
6320,995,21,2023-10-03,2,Loja Física,2442.98,10
6321,441,36,2023-09-23,2,Loja Física,6812.9,09
6322,837,86,2024-05-13,2,Loja Física,8065.88,05
6323,617,54,2023-11-09,1,Online,931.67,11
6324,506,19,2022-11-05,1,Loja Física,3566.25,11
6325,918,25,2023-05-18,1,Online,1775.34,05
6326,320,67,2024-03-19,3,Loja Física,4372.08,03
6327,553,53,2023-08-10,4,Loja Física,16812.4,08
6328,215,98,2023-07-18,3,Online,12309.51,07
6329,71,75,2023-01-02,4,Online,2057.48,01
6330,568,48,2022-03-16,2,Loja Física,6073.16,03
6331,919,42,2024-03-13,2,Loja Física,6970.66,03
6332,236,47,2023-12-26,1,Loja Física,3216.11,12
6333,281,91,2022-11-22,1,Online,4869.57,11
6334,987,42,2023-06-23,4,Loja Física,13941.32,06
6335,617,2,2022-08-14,4,Online,13225.12,08
6336,902,6,2024-09-06,1,Online,3156.34,09
6337,887,46,2022-07-08,2,Online,1730.82,07
6338,162,66,2023-06-18,1,Online,2905.78,06
6339,191,81,2022-03-11,2,Online,8657.36,03
6340,9,40,2024-03-16,2,Online,1840.1,03
6341,60,58,2023-06-02,3,Online,10584.69,06
